Sexo,Edad,Grupo etario,Municipio,Región,Colonia/Localidad,Migrante,Fecha de desaparición,Día de la semana,Horario,Estatus,Fecha de localización,Días sin localizar,Rango desaparición,Reincidencia,Número de reincidencia,Desaparición múltiple,Persona con quién desapareció,Hipótesis,Fuente,Sistematizó,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,13/7/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Chenalhó, Chiapas ",Altos,No especificado,No,17/7/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,No especificado,No especificado,No especificado,No,19/7/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,27/7/2019,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,0,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,1/8/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,3,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,1/8/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,1/8/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,6/8/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,10/8/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Sitala, Chiapas ",Tulijá,No especificado,No,11/8/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Juan Cancuc, Chiapas ",Altos,No especificado,No,12/8/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,13/8/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Chilón, Chiapas ",Tulijá,No especificado,No,17/8/2019,Sábado,No especificada,Localizada sin vida,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,10,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,22/8/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,22/8/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,24/8/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,25/8/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,25/8/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Huixtla, Chiapas ",Soconusco,No especificado,No,25/8/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,25/8/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Chenalhó, Chiapas ",Altos,No especificado,No,30/8/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"El Parral, Chiapas ",Frailesca,No especificado,No,30/8/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Mazatán, Chiapas ",Soconusco,No especificado,No,1/9/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,1/9/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,0,0 a 5,"Las Margaritas, Chiapas ",Meseta Comiteca,No especificado,No,2/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,10,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,2/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,2/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,No especificado,No,3/9/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Ixtacomitán, Chiapas ",Norte,No especificado,No,3/9/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,3/9/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/9/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,4/9/2019,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/9/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,5/9/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Mezcalapa, Chiapas",Mezcalapa,No especificado,No,6/9/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,9/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,8,6 a 11,No especificado,No especificado,No especificado,No,10/9/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Solosuchiapa, Chiapas ",Norte,No especificado,No,11/9/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,12/9/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,12/9/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,13/9/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,14/9/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,11,6 a 11,"Berriozábal, Chiapas",Metropolitana,No especificado,No,14/9/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Villaflores, Chiapas ",Frailesca,No especificado,No,17/9/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,19/9/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Villa Comaltitán, Chiapas ",Soconusco,No especificado,No,20/9/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,7,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,20/9/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,23/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,10,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,25/9/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,26/9/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,4,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,29/9/2019,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,30/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,No especificado,No especificado,No especificado,No,30/9/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Acala, Chiapas ",De los llanos,No especificado,No,1/10/2019,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,1/10/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,3/10/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/10/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,7/10/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,7/10/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Chalchihuitán, Chiapas ",Altos,No especificado,No,8/10/2019,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,18/10/2019,Martes,No especificada,Localizada,No aplica,No aplica,No aplica,Si,Primera Ocasión,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,19/10/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Pueblo Nuevo Solistahuacán, Chiapas ",De los bosques,No especificado,No,21/10/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Pantelhó, Chiapas ",Altos,No especificado,No,21/10/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,31/10/2019,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,31/10/2019,Jueves,No especificada,Localizada,No aplica,No aplica,No aplica,Si,Primera Ocasión,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,1/11/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,5,0 a 5,"Mitontic, Chiapas ",Altos,No especificado,No,2/11/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,6,6 a 11,"Mitontic, Chiapas ",Altos,No especificado,No,2/11/2019,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,8/11/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,10,6 a 11,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,8/11/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,10,6 a 11,"El Bosque, Chiapas ",De los bosques,No especificado,No,11/11/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,6,6 a 11,"El Bosque, Chiapas ",De los bosques,No especificado,No,11/11/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Escuintla, Chiapas ",Soconusco,No especificado,No,13/11/2019,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,17/11/2019,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,No especificado,No,29/11/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,6/12/2019,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,9/12/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,9/12/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Fiscalia General de Justicia de Chiapas ,José Encinos Melel Xojobal,,
Hombre,8,6 a 11 ,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,16/12/2019,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,Si,Mamá,Sin datos,Comisión Estatal de Busqueda de Personas,,,
